IDCONO|IDSUNO|IDSUTY|IDSUNM|IDALSU|IDSTAT|IDCORG|IDCOR2|IDLNCD|IDPHNO|IDPHN2|IDTLNO|IDTFNO|IDCSCD|IDECAR|IDDTFM|IDEDIT|IDVRNO|IDSUCO|IDSUAL|IDSUCM|IDMEPF|IDPODA|IDCFI1|IDCFI2|IDCFI3|IDCFI4|IDCFI5|IDHAFE|IDDESV|IDTIZO|IDFWSC|IDTXID|IDRGDT|IDRGTM|IDLMDT|IDCHNO|IDCHID|IDPPIN|IDLMTS|IDGEOC|IDRASN
100|40846|0|STRAALTECHNIEK INTERNATIONAL BV|STRAAL|20|||GB|0031786511477|||0031786511401|NL||DMY|.|NL005583901-B01|||||0|OEMOTHERS|0|||||GB|||0|19981214|125342|20181025|9|YSHAM|0|1540506110074|0|
100|40847|0|KLEPP INSTALLASJON A/S|KLEPP|90|929624165||NO|51789450||||NO||DMY|.||||||0||0||||||||0|19981221|140048|19981221|6|BROSENGR|0|0|0|
100|40848|0|AMR ROUTERS AS|AMR|20|929898575||NO|51644100|||51644101|NO||DMY|.||||||0||0||||||||0|19981221|140241|19981221|5|BROSENGR|0|0|0|
100|40849|0|THON HOTEL MARITIM|THON|20|||NO|0047850500|||0047850501|NO||DMY|.|NO976711009MVA|||||0|TRAVEL|0|||||NO|||0|19970306|114834|20060807|8|AAARESKJOL|0|0|0|
100|40850|0|RACON AS|RACON|20|967002941||GB|33312550||          LK2672|33312553|NO||DMY|.||||||0||0||00000||||||0|19981221|140434|19990827|5|CHGGB|0|0|0|
100|40851|0|LYSMILJØ AS|LYSMIL|90|935594774||GB|51680250||          LK2380|51664017|NO||DMY|.||||||0||0||00000||||||0|19981221|140615|19990827|5|CHGGB|0|0|0|
100|40852|0|KVALITETSSYSTEMER AS|KVALIT|90|840216772||NO|55319950||||NO||DMY|.||||||0||0||||||||0|19981221|141159|19981221|4|BROSENGR|0|0|0|
100|40853|0|BRØDRENE HAGENES A/S|HAGENE|20|||NO|55227845||||NO||DMY|.||||||0||0||||||||0|19970306|114834|19980810|3|BROSENGR|0|0|0|
100|40854|0|FORBRUKERSAMVIRKET VEST|FORBRU|90|934779045||NO|55291000|||55290876|NO||DMY|.||||||0||0||||||||0|19981221|141343|19981221|3|BROSENGR|0|0|0|
100|40855|0|SCOTIA HELICOPTER SERVICES(USE IC200|SCOTIA|90|||GB|00441224846400|||00441224775900|GB||DMY|.|GB213807582|||||0||0|||||GB|||0|19970306|114834|20040510|13|JHILLYARD|0|0|0|
100|40856|0|INTERFLORA STORGATEN BLOMSTER|INTERF|90|||NO|22427609||||NO||DMY|.||||||0||0||||||||0|19970306|114834|19970306|2|MVX9KVN|0|0|0|
100|40857|0|TECHNICAL RESIN BONDERS LTD|TECHNI|20|||GB|0044148052381||VC2990|00441480414992|GB||DMY|.|GB507922935|||||0|OTHERS|0||00299|N|||||161356|19981221|143413|19990827|8|MOVEX-KONV|0|0|0|
100|40858|0|AS MASKIN|MASKIN|90|||GB|81521520|||51827531|NO||DMY|.|NO838076462MVA|||||0|OTHERS|0|||||GB|||287087784|19970306|114834|20140311|8|MBORE|0|1394539907622|0|
100|40859|0|INTERNATIONAL AIR PARTS|INTERN|90|||GB|0061299978166||VC2989|0061299977631|AU||DMY|.||||||0||0||00291|Y|||||272632102|19981221|154333|19990827|5|MOVEX-KONV|0|0|0|
100|40860|0|GJENSIDIGE BANK AS BERGEN|GJENSI|90|||NO|55575300|||55575301|NO||DMY|.||||||0||0||||||||0|19981230|162301|19981230|4|BROSENGR|0|0|0|
100|40861|0|KK BYGGSYSTEMER A/S|KK|20|964073767||NO|51696280|||51696283|NO||DMY|.||||||0|OTHERS|0||||||||0|19970306|114834|19990406|4|BROSENGR|0|0|0|
100|40862|0|RAHMQVIST SERAMA AS|RAHMQV|90|||NO|67134195||||NO||DMY|.||||||0||0||||||||0|19970306|114834|20021107|6|ETONNESS|0|0|0|
100|40863|0|AHEAD A/S|AHEAD|20|||NO|004723067555|||004723067576|NO||DMY|.|NO988215260|||||0||0|||||NO|||0|19970306|114834|20060802|5|AAARESKJOL|0|0|0|
100|40864|0|DATA RESPONS SOLUTIONS AS|DATA|20|||NO|004790784811||||NO||DMY|.||||||0|OTHERS|0|||||NO|||0|19981230|162545|20211220|14|LBALLINT|0|1640003950433|0|
100|40865|0|ESSO NORGE AS/EXXONMOBIL LUBRICANTS|EXXONM|20|||GB|80032450||          LK829|63939029|NO||DMY|.|NO984863837|||||0||0|||||NO|||161705|19970306|114834|20070206|23|H_DAHLE|0|0|0|
100|40866|0|LEICA GEOSYSTEMS AS|LEICA|20|942216076||GB|22709180|22164091|KT009|22255624|NO||DMY|.||||||0||0|||||GB|||114081|19970306|114834|20140623|9|LEIF|0|1403524546399|0|
100|40867|0|HANA BYGGSERVICE AS|HANA|90|857417372||NO|51661010|||51660200|NO||DMY|.||||||0||0||||||||0|19981230|162743|19981230|6|BROSENGR|0|0|0|
100|40868|0|LIBRO FORLAG AS|LIBRO|20|936807275||NO|22220270|||22220222|NO||DMY|.||||||0||0||||||||0|19970306|114834|19981130|5|BROSENGR|0|0|0|
100|40869|0|FLYSELSKAPENES LANDSFORENING 46617|FLYSEL|20|||NO|23088570|||22565790|NO||DMY|.||||||0||0||||||||0|19970306|114834|20000703|7|BROSENGR|0|0|0|
100|40870|0| SIFCO ASC SWEDEN AB|SIFCO|20|||GB|004624812525||VC2931    LK873|004624813586|SE||DMY|.||||||0|OTHERS|0||00045|N||GB|||0|19970306|114834|20220606|13|EMITCHELL|0|1654524039509|0|
100|40871|0|EEK TRANSPORT AS|EEK|90|964368406||NO|35959090|||35959072|NO||DMY|.||||||0|OTHERS|0|||||NO|||0|19970306|114834|20140127|7|MBORE|0|1390817654084|0|
100|40872|0|FABI AS|FABI|20|||NO|+4740003696|||+4751683290|NO||DMY|.|NO971235667MVA|||||0|OTHERS|0|||||NO|||3362|19970306|114834|20111030|11|PRISA|0|1320043472173|0|
100|40873|0|ANDERSEN LEGAL ADVOKATFIRMA ANS|ANDERS|90|858926262||NO|22928400|||22928904|NO||DMY|.||||||0||0||||||||0|19970306|114834|19991018|5|BROSENGR|0|0|0|
100|40874|0|NORDLANDET APOTEK|NORDLA|90|965562559||NO|71584822||||NO||DMY|.||||||0||0||||||||0|19970306|114834|20001215|6|IS_DAHL|0|0|0|
100|40875|0|GARDUM AS|GARDUM|20|911930005||NO|51894440|||51891314|NO||DMY|.||||||0||0||||||||0|19981230|162913|19981230|6|BROSENGR|0|0|0|
100|40876|0|BUGGE, ARENTZ-HANSEN & (USE  #41438)|BUGGE, ARE|90|||GB|||||NO||DMY|.||||||0|OTHERS|0|||||GB|||396570064|19970306|114834|20150515|8|YSHAM|0|1431714702538|0|
100|40877|0|NORSK BYGGTJENESTE A/S|NORSK|20|910934538||NO|23114400|||22834233|NO||DMY|.||||||0||0||||||||0|19970306|114836|19981207|5|BROSENGR|0|0|0|
100|40878|0|EURODYNAMIC NORGE AS|EURODY|20|974480557||GB|22071700|||22071710|NO||DMY|.||||||0||0|||||GB|||0|19970306|114836|20060320|9|BROSENGR|0|0|0|
100|40879|0|FINANSAVISEN|FINANS|20|||NO|22125000||||NO||DMY|.||||||0|OTHERS|0||||||||0|19970306|114836|19980731|3|BROSENGR|0|0|0|
100|40880|0|GKB ELECTRONICS LTD|GKB|90|||GB|0044163532161||          LK1033|00441635550229|GB||DMY|.||||||0||0||00000||||||0|19970306|114836|20010801|16|IS_DAHL|0|0|0|
100|40881|0|TOR SEVALDSEN KONDITOR AS|TOR SEVALD|20|||NO|+4771565930|||+4771565931|NO||DMY|.|NO943699097MVA|||||0|OTHERS|0|||||NO|||158462|19970306|114836|20150513|11|EASBJORN|0|1431504594592|0|
100|40882|0|SCHENKER AS|SCHENK|20|950962240||NO|22915500|||22640897|NO||DMY|.||||||0|FREIGHT|0||||||||0|19970306|114836|20020312|9|BROSENGR|0|0|0|
100|40883|0|NEPTUN STAVANGER A/S|NEPTUN|90|||NO|||||NO||DMY|.||||||0||0||||||||0|19970306|114836|19980723|3|IS_DAHL|0|0|0|
100|40884|0|SKANTRANS|SKANTRANS|20|||NO|+4769358505||||NO||DMY|.|NO913315316MVA|||||0|OTHERS|0|||||NO|||149611|19970306|114836|20150217|8|MBORE|0|1424174245313|0|
100|40885|0|SCHENCK ROTEC GMBH|SCHENC|20|||GB|00496151322362||          LK2403|004961513223150|DE||DMY|.||||||0|OEMOTHERS|0|||||GB|||275976|19970306|114836|20191101|14|LNGO|0|1572628366461|0|
100|40886|0|NORWEGIAN TOOLS TECHNIQUE|ELVEST|20|||GB|35905770||          LK769||NO||DMY|.||||||0||0||00000|||GB|||161700|19970306|114837|20070604|29|TROLSEN|0|0|0|
100|40887|0|EAB NETT AS|EAB|90|||NO|67806199|||67565780|NO||DMY|.||||||0||0||||||||0|19970306|114837|19980811|4|BROSENGR|0|0|0|
100|40888|0|HOTEL CONTINENTAL|CONTIN|90|||NO|22419060||||NO||DMY|.||||||0||0||||||||0|19970306|114839|19980803|3|BROSENGR|0|0|0|
100|40889|0|EID BYGG AS|EID|90|952729489||NO|||||NO||DMY|.||||||0||0||||||||0|19970306|114839|20010607|6|BROSENGR|0|0|0|
100|40890|0|POSTEN NORGE BA 94835|POSTEN|20|971033630||NO|51511387|||51511399|NO||DMY|.||||||0||0||||||||0|19970306|114839|20010704|6|BROSENGR|0|0|0|
100|40891|0|KURT WIIG A/S|WIIG|90|879142512||NO|51424280||          LK2673|51424281|NO||DMY|.||||||0||0||00000|||NO|||475399968|19981230|163039|20100823|6|PRISA|0|0|0|
100|40892|0|AEM LTD STANSTED|AEM|20|||GB|00441279680030|||00441279680040|GB||DMY|.|GB571936710000|||||0|OEMOTHERS|0|||||GB|||199910|19970306|114839|20181026|39|LNGO|0|1540566675206|0|
100|40893|0|SG FINANSE AS    88498|SG|20|||NO|004721632000|||004721632580|NO||DMY|.|NO81010788498|||||0|OTHERS|0|||||NO|||0|19970306|114839|20050705|10|J_GUDMESTA|0|0|0|
100|40894|0|PANALPINA GRIEG  AS|PANALPINA|20|||NO|+4755576600|||+4755576619|NO||DMY|.|991090479MVA|||||0|OTHERS|0|||||NO|||3549|19970306|114839|20111201|11|AMATLAND|0|1322748390181|0|
100|40895|0|TOTAL TEKSTIL AS|TOTAL|90|970996850||GB|55538040|||55538060|NO||DMY|.||||||0||0||||||||0|19970306|114839|20001025|24|CHGGB|0|0|0|
100|40896|0|OSLO BØRS|OSLO|90|||NO|22341700||||NO||DMY|.||||||0||0||||||||0|19970306|114839|19980803|3|BROSENGR|0|0|0|
100|40897|0|SAS COMPONENT GROUP A/S STAVANGER|SAS|90|||GB|004751659000|||004751659012|NO||DMY|.|NO988347337|||||0||0|||||GB|||161136|19970306|114839|20070530|8|TROLSEN|0|0|0|
100|40898|0|TELEFAXKATALOGEN FOR NÆRINGSLIVET|TELEFA|90|971109548||NO|22910701|||22910769|NO||DMY|.||||||0||0||||||||0|19981230|163214|20001011|6|BROSENGR|0|0|0|
100|40899|0|GABRIEL A/S|GABRIE|20|2900726655||GB|004596303100||VC2781|004598116125|DK||DMY|.|LT100003289418|||||0|OTHERS|0|||||GB|||161183|19970306|114839|20211125|14|LBALLINT|0|1637837822295|0|
100|40900|0|LAERDAL MEDICAL AS|LAERDA|20|979484488||GB|51511700||KT043|51523557|NO||DMY|.||||||0|OTHERS|0|||||GB|||0|19981230|163343|20150910|12|KEAGLETO|0|1441909729218|0|
100|40901|0|RS COMPONENTS AS|RS COMPONE|20|982942837||GB|0046724441381||VC2824    LK1061|64834010|NO||DMY|.||||||0|PROFSERV|0|||||GB|||232807|19970306|114839|20230714|43|CFORBES|0|1689337582167|0|
100|40902|0|RINGERIKE TRANSPORTKONTOR AS|RINGER|90|971153814||NO|32179750|||32179779|NO||DMY|.||||||0||0||||||||0|19970306|114839|20010612|8|BROSENGR|0|0|0|
100|40903|0|UPS NORGE AS 20661|UPS|20|||NO|22321880|||22323420|NO||DMY|.|NO97444144228|||||0|FREIGHT|0|||||NO|||4422|19970306|114839|20120109|8|AMATLAND|0|1326119440651|0|
100|40904|0|SYSTEM-TRANSPORT AS|SYSTEM|20|||NO|004722906260|||004722906261|NO||DMY|.|NO990422834MVA|||||0|OTHERS|0|||||NO|||0|19990104|171553|20070815|10|H_DAHLE|0|0|0|
100|40905|0|COCKPITEN CAFE|COCKPI|20|914139740||NO|57743622||||NO||DMY|.||||||0|OTHERS|0|||||NO|||132295|19970306|114839|20141016|5|JGUDMESTAD|0|1413447567664|0|
100|40906|0|SINGAPORE AIRLINES LIMITED|SINGAP|90|||NO|22835025|||22831836|NO||DMY|.||||||0||0||||||||0|19970306|114839|19980806|3|BROSENGR|0|0|0|
100|40907|0|SILJES BLOMSTER|SILJES|20|||NO|0051666695|||0051628500|NO||DMY|.|NO980864871|||||0||0|||||NO|||0|19990108|84315|20060908|8|AAARESKJOL|0|0|0|
100|40908|0|FISK OG SKALLDYR HJØRNET|FISK|20|||NO|51627816||||NO||DMY|.||||||0||0||||||||0|19970306|114839|19980831|5|BROSENGR|0|0|0|
100|40909|0|JÆRBAKER'N KLEPP KONDITORI A/S|JÆRBAK|20|||NO|004751425264|||004751421570|NO||DMY|.|NO986005900MVA|||||0||0|||||NO|||0|19990108|85037|20060912|6|AAARESKJOL|0|0|0|
100|40910|0|HOLM GRAFISK AS|HOLM|20|944591095||NO|71676911|||07377283|NO||DMY|.||||||0|OTHERS|0||||||||0|19970306|114839|20011003|4|IS_DAHL|0|0|0|
100|40911|0|ASTRONICS LUMINESCENT SYSTEMS INC.|ASTRONICS|20|||GB|0016036437766|||0016036435947|US||DMY|.||||||0|OEMOTHERS|0|||||GB|||397350012|19970306|114839|20190526|16|JIRA9957|0|0|0|
100|40912|0|MIRA A/S|MIRA|90|||NO|61291555||||NO||DMY|.||||||0||0||||||||0|19970306|114839|19980811|3|BROSENGR|0|0|0|
100|40913|0|COMET CONSULAR SERVICE AS|COMET|20|||GB|+47 800 170 30||||NO||DMY|.|NO994420321MVA|||||0|OTHERS|0|||||GB|||107351|19970306|114839|20140512|7|LEIF|0|1399894301507|0|
100|40914|0|NOR-BAS AS|NOR|20|878651642||NO|32893460|||32895517|NO||DMY|.||||||0||0||||||||0|19970306|114839|19980806|4|BROSENGR|0|0|0|
100|40915|0|DECOR DE VILLE|DECOR|20|||NO|||||NO||DMY|.||||||0||0|||||NO|||0|19970306|114839|20030430|4|BROSENGR|0|0|0|
100|40916|0|BRONNOYSUNDREGISTRENE|BRONNOYSUN|20|||NO|004775007500|||004775007505|NO||DMY|.|NO974760673|||||0|OTHERS|0|||||NO|||0|19970306|114839|20170106|11|LNGO|0|1483736245849|0|
100|40917|0|HELGØ MENY MARIERO|HELGØ MENY|20|||NO|+4751827725|||+4751827721|NO||DMY|.|NO971173688MVA|||||0|OTHERS|0|||||NO|||0|19970306|114839|20131024|8|MBORE|0|1382603514029|0|
100|40918|0|VEOLIA MILJØ INDUSTRISERVICE A/S|VEOLIA|20|||NO|004766910910|||004766910911|NO||DMY|.|NO838421792MVA|||||0||0|||||NO|||0|19970306|114839|20060914|5|AAARESKJOL|0|0|0|
100|40919|0|HENDRIK VEDER GROUP AS|HENDRIK VE|20|965652442||GB|+4751554500|+4791622191|HS244     HS244|+4751554501|NO||DMY|.|NO965562442MVA|||||0|OEMOTHERS|0|||||GB|||3670|19970306|114839|20150423|18|LEIF|0|1429783031968|0|
100|40920|0|NBJ BROKING SERVICES LTD|NBJ|90|||GB|00441713784700|||00441713784701|GB||DMY|.|695808|||||0||0|||||GB|||475399971|19990108|85621|20100823|8|PRISA|0|0|0|
100|40921|0|FALC NUTEC OSLO A/S|FALC|90|||NO|||||NO||DMY|.|NO987448024MVA|||||0||0|||||NO|||475399941|19970306|114839|20100823|8|PRISA|0|0|0|
100|40922|0|TIDEN NORSK FORLAG A/S|TIDEN|20|916759185||NO|23327661||||NO||DMY|.||||||0||0||00000||||||161528|19970306|114840|20011024|8|IMIELE|0|0|0|
100|40923|0|BJERKELUND TRANSPORT ANS|BJERKE|90|959091188||NO|71523064||||NO||DMY|.||||||0||0||||||||0|19970306|114840|20010612|6|BROSENGR|0|0|0|
100|40924|0|NGJ BROKING SERVICES LTD|NBJ|90|||GB|00441713784700|||00441713784701|GB||DMY|.||||||0||0|||||GB|||475399972|19990108|90139|20100823|6|PRISA|0|0|0|
100|40925|0|SANDNES KULTURHUS|SANDNE|20|||NO|004751602000|||004751602001|NO||DMY|.|NO981600428MVA|||||0||0|||||NO|||0|19970306|114840|20060523|11|AAARESKJOL|0|0|0|
100|40926|0|WALBOM A/S|WALBOM|20|||GB|004532461160||          LK856|004532461840|DK||DMY|.||||||0|OTHERS|0||00000||||||161710|19970306|114840|20010626|13|VJACOBSE|0|0|0|
100|40927|0|HELIWEST AS EURO 70100447051|HELIWE|90|819569762||NO|||||NO||DMY|.||||||0||0||||||||0|19990111|100818|19990225|7|BROSENGR|0|0|0|
100|40928|0|AKTUAR CONSULT AS|AKTUAR|90|977362997||NO|22315930||||NO||DMY|.||||||0||0||||||||0|19970306|114840|19981022|5|IHJERTVI|0|0|0|
100|40929|0|PARAPOST AS|PARAPO|20|874645362||NO|22722280|||22651576|NO||DMY|.||||||0||0||||||||0|19970306|114840|20010615|6|BROSENGR|0|0|0|
100|40930|0|KOCH KONTRAKTSFORUM|KOCH|20|||NO|||||NO||DMY|.||||||0||0||||||||0|19970306|114840|20010711|8|BROSENGR|0|0|0|
100|40931|0|BD TAK OG FASADE AS|BD|90|972407771||NO|71241268|||71241245|NO||DMY|.||||||0||0||||||||0|19990111|141533|19990111|4|BROSENGR|0|0|0|
100|40932|0|TRW SYSTEMES AERONAUTIQUES S.A.S|TRW|20|||GB|0033147916111||VC2862|0033147916133|FR||DMY|.|FR14411109507|||||0||0||00268|N|||||161245|19990118|130117|20021105|27|IMIELE|0|0|0|
100|40933|0|NOR CARGO FLORØ AS|NOR|20|960848780||NO|57743555|||57743860|NO||DMY|.||||||0||0|||||NO|||0|19990118|130527|20040716|6|BROSENGR|0|0|0|
100|40934|0|CLARION COLLECTION HOTEL GRAND|CLARIO|20|||NO|004775546100|||004775546150|NO||DMY|.|NO977462606MVA|||||0|TRAVEL|0|||||NO|||0|19990118|141955|20060915|7|AAARESKJOL|0|0|0|
100|40935|0|BREEZE EASTERN CORP|BREEZE|20|||GB|0019086864012||VC2780    LK499|0019086869307|US||DMY|.||||||0|OEMOTHERS|0||00007|N||GB|||161182|19970306|114841|20190526|20|JIRA9957|0|1351604189146|0|
100|40936|0|SERVICE ELEKTRIKEREN AS|SERVIC|20|966291192||NO|55210570|||55210580|NO||DMY|.||||||0|OTHERS|0|||||NO|||492949933|19970306|114842|20101208|14|LSTEWART|0|0|0|
100|40937|0|BERENDSEN TEKSTIL SERVICE A/S OSLO|BEREND|20|930151246||NO|22884800|||22884850|NO||DMY|.||||||0||0||||||||0|19970306|114842|19991027|10|BROSENGR|0|0|0|
100|40938|0|BRYNE BLOMSTER|BRYNE|90|953654466||NO|51481532||||NO||DMY|.||||||0||0||||||||0|19970306|114842|19981214|4|BROSENGR|0|0|0|
100|40939|0|FLAGG SENTRALEN|FLAGG|20|976100344||NO|51656565||||NO||DMY|.||||||0|OTHERS|0||||||||0|19970306|114843|19980810|5|BROSENGR|0|0|0|
100|40940|0|L.RØDNE OG SØNNER A/S|RØDNE|20|937505884||NO|51710500|||51710450|NO||DMY|.||||||0||0||||||||0|19970306|114843|20010629|6|BROSENGR|0|0|0|
100|40941|0|BRITISH INTERNATIONAL HELICOPTER SER|BRITIS|20|||GB|00441935389425|||00441935389427|GB||DMY|.||||||0||0|||||GB|||373619172|19990122|100321|20090209|12|TROLSEN|0|0|0|
100|40942|0|JUUL MØLLER AS|MØLLER|20|914493765||NO|22404040|||22404050|NO||DMY|.||||||0||0||||||||0|19990122|100706|19990122|4|BROSENGR|0|0|0|
100|40943|0|E.A. SMITH A/S|SMITH|20|||NO|004771566870|||004771566880|NO||DMY|.|NO816051142MVA|||||0|OTHERS|0|||||NO|||0|19990122|100826|20061012|8|AAARESKJOL|0|0|0|
100|40944|0|SCAN SUPPORT FRF/EUR ( USE 40233)|SCAN|90|982287693||GB|64929755|||64929009|NO||DMY|.||||||0||0|||||GB|||114083|19970306|114844|20140623|24|LEIF|0|1403524847425|0|
100|40945|0|AVIALEC INTERNATIONAL LTD USD|AVIALE|90|||GB|00441730264825|||00441730264496|GB||DMY|.|GB382673133|||||0||0||||||||0|19990125|74906|19990125|7|BROSENGR|0|0|0|
100|40946|0|ROGALAND TAXI A/S|ROGALA|20|||NO|51884100|||51884211|NO||DMY|.||||||0|TRAVEL|0||||||||0|19970306|114844|19980810|3|BROSENGR|0|0|0|
100|40947|0|MITUTOYO SCANDINAVIA AB|MITUTO|90|||GB|0046859410950||KT040     LK1038|0046859092410|SE||DMY|.|SE5562101138|||||0|OTHERS|0|||||GB|||116168|19970306|114844|20140707|20|LEIF|0|1404734811070|0|
100|40948|0|PALL NORGE AS|PALL|20|921102909||GB|32181470||          LK2683|32181487|NO||DMY|.||||||0|OTHERS|0||00000||||||0|19990125|75422|20000928|10|CHGGB|0|0|0|
100|40949|0|REP.MANN ELEKTRO A/S|REP|90|967681741||GB|51580641|||51589432|NO||DMY|.||||||0||0|||||GB|||480794396|19990125|75629|20100924|15|PRISA|0|0|0|
100|40950|0|FLORO BILISTSENTER|FLORO|20|979699891||NO|57742388|||57740266|NO||DMY|.||||||0|OTHERS|0|||||NO|||0|19970306|114844|20170106|16|LNGO|0|1483738276470|0|
100|40951|0|TYRHOLM & FARSTAD A/S|TYRHOL|20|||NO|70183895|||07183664|NO||DMY|.||||||0||0||||||||0|19970306|114844|19980811|3|BROSENGR|0|0|0|
100|40952|0|REMA 1000 LØKKEMYRA|REMA|20|||NO|||||NO||DMY|.||||||0||0|||||NO|||0|19970306|114844|20040614|6|IBERGE|0|0|0|
100|40953|0|ØKLAND BOKHANDEL A/S|ØKLAND|20|||NO|+4757746035|||+4757746049|NO||DMY|.|NO983204937MVA|||||0||0|||||NO|||0|19970306|114844|20060512|7|AAARESKJOL|0|0|0|
100|40954|0|QUALITAIR AVAITION SERVICES LTD|QUALITA|20|||GB|00441223295111|||00441223295112|GB||DMY|.|GB2115309|||||0|OTHERS|0|||||GB|||385751815|19970306|114844|20090525|11|H_DAHLE|0|0|0|
100|40955|0|X-PARTNER VEST AS|X-PART|20|||GB|004755590710|||004755590720|NO||DMY|.|NO966779888|||||0|OTHERS|0|||||NO|||0|19990201|104823|20030623|7|CHGGB|0|0|0|
100|40956|0|NOR-CARGO BEDRIFTS-PAKKE|NOR|20|958189303||NO|23339500|||23339501|NO||DMY|.||||||0||0|||||NO|||0|19990201|105038|20040503|7|BROSENGR|0|0|0|
100|40957|0|FLORO RESTURANTDRIFT A/S|FLORO|20|||NO|57740122||||NO||DMY|.||||||0|OTHERS|0|||||NO|||0|19970306|114844|20170106|10|LNGO|0|1483738317980|0|
100|40958|0|DRÄGER SAFETY NORGE AS|DRAGER|20|||NO|0023069500|||004723069501|NO||DMY|.|NO936079679|||||0||0|||||NO|||0|19970306|114844|20050204|7|J_GUDMESTA|0|0|0|
100|40959|0|SENTRUM BILLAKKERING|SENTRU|20|970299823||GB|51673715||          LK2690|51425053|NO||DMY|.||||||0||0||00000||||||0|19990201|105210|20000512|9|CHGGB|0|0|0|
100|40960|0|VEST BILUTSTYR AS|VEST|20|980281450||NO|55526250|||55526290|NO||DMY|.||||||0|OTHERS|0||||||||0|19990201|105351|19990201|4|BROSENGR|0|0|0|
100|40961|0|JBK AVD. SOLA|ROGALA|20|986348670||NO|51482025||||NO||DMY|.||||||0|OTHERS|0|||||NO|||2760638|19990201|105528|20100818|13|PRISA|0|0|0|
100|40962|0|QUALITY HOTEL AUGUSTIN A/S|QUALITY|20|||NO|004773547000|||004773547001|NO||DMY|.|NO974461447MVA|||||0||0|||||NO|||0|19990201|105827|20061002|6|AAARESKJOL|0|0|0|
100|40963|0|BRITISH ALUMINIUM EXTRUSIONS MINALEX|BRITIS|90|||GB|00441295454444|||00441295454675|GB||DMY|.|GB668214226|||||0||0||||||||0|19990201|115027|19990201|15|BROSENGR|0|0|0|
100|40964|0|FLYPLASS VEIEN AUTO SENTER AS SOLA|FLYPLA|20|||NO|004751651455|||004751652399|NO||DMY|.|NO984106483|||||0|OTHERS|0|||||NO|||0|19970306|114844|20030422|7|BROSENGR|0|0|0|
100|40965|0|HELIKOPTER SERVICE SINGAPORE|HELIKO|90|||GB|||||SG||DMY|.||||||0||0||||||||0|19970306|114844|19980723|3|IS_DAHL|0|0|0|
100|40966|0|NORD DATASENTER A/S|NORD|20|||NO|004778406260||||NO||DMY|.|NO940052270MVA|||||0||0|||||NO|||0|19990208|92843|20061002|9|AAARESKJOL|0|0|0|
100|40967|0|NORDMØRE TRAFIKKSELSKAP A/S|NORDMØ|90|942516800||NO|71671611|||71677182|NO||DMY|.||||||0||0||||||||0|19970306|114844|19980811|5|BROSENGR|0|0|0|
100|40968|0|TIG MEK AS|TIG MEK|20|||NO|004771529920|||004771529929|NO||DMY|.|919732296|||||0|OEMOTHERS|0|||||NO|||290791|19970306|114844|20210507|17|LNGO|0|1620405015254|0|
100|40969|0|SMART MILJØSERVICE AS|SMART|20|||NO|+4751544500||||NO||DMY|.|987453443MVA|||||0|OTHERS|0|||||NO|||497149907|19990208|93033|20110120|9|H_DAHLE|0|0|0|
100|40970|0|A.S THOR ALBERTSEN|ALBERT|20|931815385||NO|51587962||||NO||DMY|.||||||0||0||||||||0|19970306|114844|19990326|5|BROSENGR|0|0|0|
100|40971|0|SIRDALSRUTA A/S|SIRDAL|90|915853994||NO|38377777|||33377778|NO||DMY|.||||||0||0||||||||0|19970306|114844|20010629|6|BROSENGR|0|0|0|
100|40972|0|NOR TEKSTIL AS AV (use#44047)|NOR|90|982221587||NO|0047 41 56 70 00|||57752423|NO||DMY|.||||||0|OTHERS|0|||||NO|||198650|19970306|114844|20161011|17|LNGO|0|1476201460037|0|
100|40973|0|CHC DENMARK APS|CHC|90|||NO|004576121500|||004576121501|DK||DMY|.|DK21356778|||||0||0||00000||||||0|19970306|114844|20010806|9|BROSENGR|0|0|0|
100|40974|0|BODØ SENTRALVERKSTED AS|BODØ|90|||NO|75524066|||08124067|NO||DMY|.||||||0||0||||||||0|19970306|114844|19980812|3|BROSENGR|0|0|0|
100|40975|0|TESS NORD AS|TESS NORD|20|928508730||NO|70177900||||NO||DMY|.||||||0|OTHERS|0|||||NO|||195469|19970306|114844|20180525|12|LNGO|0|1527265062531|0|
100|40976|0|WEST COMMUNICATION A/S|WEST|20|||NO|004741424400|||004751945877|NO||DMY|.|NO989902385MVA|||||0|OTHERS|0|||||NO|||0|19990208|93208|20061002|18|AAARESKJOL|0|0|0|
100|40977|0|MULTIFABS SURVIVAL LTD (USE IC105)|MULTIF|90|||GB|00441224770099||          LK1040|00441224723677|GB||DMY|.||||||0||0||00000|||GB|||161475|19970306|114845|20040923|37|TJEJOS|0|0|0|
100|40978|0|QUALITY HOTEL HAMMERFEST|QUALITY|20|||NO|004778429600|||004778429661|NO||DMY|.|NO853201332MVA|||||0||0|||||NO|||0|19990208|94844|20060925|9|AAARESKJOL|0|0|0|
100|40979|0|BJØRNEFJORDEN GJESTETUN|BJØRNE|20|||NO|004756304000|||004756304001|NO||DMY|.|NO979546661|||||0|OTHERS|0|||||NO|||0|19970306|114845|20040609|10|J_GUDMESTA|0|0|0|
100|40980|0|SIGURD SOLBERG AS|SIGURD SOL|20|||NO|+4757751300|||+4757751310|NO||DMY|.|NO958504357MVA|||||0|OTHERS|0|||||NO|||497325208|19970306|114845|20110125|13|PRISA|0|0|0|
